pred_probs_arrivals,mean_p_arrivals,capacity_arrivals,trial,date
71.0,71.0,64.0,4,2016-12-08
87.0,101.0,88.0,4,2017-02-14
102.0,110.0,75.0,4,2017-02-19
99.0,93.0,61.0,4,2017-02-20
80.0,71.0,47.0,4,2017-02-15
92.0,96.0,71.0,4,2017-02-18
85.0,93.0,74.0,4,2017-02-22
94.0,99.0,82.0,4,2017-02-23
101.0,105.0,84.0,4,2017-01-30
89.0,87.0,68.0,4,2017-02-07
101.0,99.0,82.0,4,2017-01-05
79.0,72.0,59.0,4,2017-02-09
100.0,100.0,77.0,4,2017-02-25
92.0,88.0,66.0,4,2017-02-28
91.0,88.0,70.0,4,2017-02-26
89.0,76.0,67.0,4,2017-02-21
85.0,92.0,76.0,4,2017-02-24
95.0,95.0,79.0,4,2017-02-08
91.0,97.0,70.0,4,2017-02-16
94.0,89.0,77.0,4,2017-01-29
79.0,86.0,68.0,4,2017-03-02
97.0,98.0,76.0,4,2017-03-01
96.0,92.0,76.0,4,2017-03-03
78.0,89.0,67.0,4,2017-03-06
99.0,92.0,73.0,4,2017-03-09
82.0,72.0,68.0,4,2017-03-10
91.0,98.0,67.0,4,2017-03-14
78.0,84.0,70.0,4,2017-03-04
104.0,108.0,82.0,4,2017-03-16
97.0,98.0,76.0,4,2017-03-07
85.0,96.0,78.0,4,2017-03-08
77.0,88.0,63.0,4,2017-03-12
96.0,88.0,66.0,4,2017-03-15
79.0,81.0,65.0,4,2017-03-21
95.0,103.0,71.0,4,2017-03-28
97.0,87.0,75.0,4,2017-03-29
86.0,87.0,73.0,4,2017-03-31
76.0,91.0,64.0,4,2017-02-27
94.0,86.0,71.0,4,2017-03-24
71.0,68.0,57.0,4,2017-03-22
89.0,98.0,75.0,4,2017-03-30
93.0,101.0,69.0,4,2017-02-05
97.0,96.0,79.0,4,2017-04-04
86.0,90.0,75.0,4,2017-03-27
100.0,114.0,88.0,4,2017-03-05
95.0,85.0,64.0,4,2017-04-07
90.0,86.0,69.0,4,2017-04-06
89.0,83.0,63.0,4,2017-03-11
85.0,75.0,63.0,4,2017-03-20
89.0,99.0,74.0,4,2017-03-17
82.0,76.0,50.0,4,2017-03-19
76.0,74.0,69.0,4,2017-03-18
94.0,97.0,69.0,4,2016-12-24
73.0,83.0,59.0,4,2017-04-12
80.0,85.0,70.0,4,2017-04-05
96.0,92.0,71.0,4,2017-03-23
88.0,85.0,60.0,4,2017-03-25
93.0,91.0,69.0,4,2017-04-10
96.0,107.0,77.0,4,2017-04-13
74.0,81.0,56.0,4,2017-04-19
87.0,98.0,86.0,4,2017-04-17
85.0,77.0,65.0,4,2017-04-20
110.0,111.0,86.0,4,2017-04-27
92.0,95.0,80.0,4,2017-04-18
85.0,98.0,72.0,4,2017-04-11
71.0,75.0,53.0,4,2017-04-24
96.0,97.0,69.0,4,2017-04-03
92.0,103.0,67.0,4,2017-04-08
101.0,108.0,78.0,4,2017-04-23
91.0,89.0,81.0,4,2017-03-26
76.0,79.0,65.0,4,2017-04-14
76.0,77.0,58.0,4,2017-04-16
97.0,98.0,73.0,4,2017-04-09
81.0,76.0,59.0,4,2017-05-04
82.0,79.0,71.0,4,2017-04-30
69.0,71.0,58.0,4,2017-04-21
95.0,96.0,77.0,4,2017-04-29
79.0,93.0,77.0,4,2017-05-06
79.0,89.0,70.0,4,2017-05-02
76.0,79.0,58.0,4,2017-04-26
93.0,91.0,73.0,4,2017-05-11
93.0,99.0,72.0,4,2017-04-28
82.0,93.0,66.0,4,2017-05-01
85.0,93.0,71.0,4,2017-05-03
81.0,80.0,72.0,4,2017-05-12
77.0,84.0,67.0,4,2017-04-22
78.0,73.0,70.0,4,2017-05-05
82.0,96.0,64.0,4,2017-05-17
80.0,80.0,68.0,4,2017-05-10
78.0,66.0,51.0,4,2017-05-15
91.0,92.0,72.0,4,2017-05-22
95.0,79.0,71.0,4,2017-05-09
90.0,94.0,71.0,4,2017-05-21
85.0,92.0,77.0,4,2017-05-16
79.0,100.0,77.0,4,2017-05-25
83.0,91.0,65.0,4,2017-05-07
97.0,95.0,75.0,4,2017-05-23
105.0,104.0,74.0,4,2017-05-08
91.0,94.0,68.0,4,2017-04-15
98.0,105.0,82.0,4,2017-05-31
100.0,88.0,76.0,4,2017-05-14
84.0,109.0,80.0,4,2017-05-19
83.0,85.0,77.0,4,2017-05-13
90.0,85.0,70.0,4,2017-05-26
97.0,105.0,75.0,4,2017-06-01
85.0,89.0,75.0,4,2017-05-18
97.0,101.0,69.0,4,2017-03-13
71.0,81.0,62.0,4,2017-06-02
65.0,68.0,52.0,4,2017-05-20
94.0,101.0,80.0,4,2017-06-05
76.0,79.0,63.0,4,2017-06-07
82.0,89.0,63.0,4,2017-06-09
75.0,80.0,64.0,4,2017-06-04
76.0,82.0,60.0,4,2017-06-11
107.0,105.0,84.0,4,2017-06-06
100.0,99.0,84.0,4,2017-05-30
83.0,81.0,70.0,4,2017-05-24
92.0,103.0,79.0,4,2017-06-08
93.0,109.0,82.0,4,2017-05-27
81.0,82.0,76.0,4,2017-06-16
95.0,106.0,77.0,4,2017-06-12
85.0,73.0,69.0,4,2017-04-01
75.0,74.0,70.0,4,2017-06-03
74.0,72.0,59.0,4,2017-06-13
89.0,104.0,82.0,4,2017-06-20
99.0,100.0,81.0,4,2017-05-29
88.0,89.0,74.0,4,2017-06-25
97.0,103.0,72.0,4,2017-06-28
88.0,97.0,61.0,4,2017-06-30
82.0,82.0,67.0,4,2017-06-27
82.0,80.0,60.0,4,2017-06-21
77.0,80.0,68.0,4,2017-06-26
102.0,102.0,71.0,4,2017-06-19
92.0,103.0,75.0,4,2017-06-29
91.0,89.0,68.0,4,2017-07-05
94.0,90.0,74.0,4,2017-07-01
69.0,76.0,60.0,4,2017-07-06
72.0,83.0,60.0,4,2017-04-25
96.0,89.0,70.0,4,2017-07-10
90.0,109.0,75.0,4,2017-07-08
82.0,81.0,77.0,4,2017-06-17
79.0,90.0,62.0,4,2017-06-18
89.0,99.0,82.0,4,2017-07-07
92.0,97.0,77.0,4,2017-06-10
73.0,73.0,64.0,4,2017-06-22
82.0,86.0,61.0,4,2017-06-15
83.0,84.0,62.0,4,2017-07-13
87.0,105.0,79.0,4,2017-06-23
80.0,84.0,64.0,4,2017-07-15
90.0,99.0,74.0,4,2017-07-18
74.0,79.0,53.0,4,2017-07-11
68.0,82.0,64.0,4,2017-07-17
82.0,77.0,57.0,4,2017-04-02
90.0,98.0,81.0,4,2017-07-19
105.0,111.0,90.0,4,2017-07-02
87.0,88.0,73.0,4,2017-06-24
98.0,105.0,89.0,4,2017-07-23
84.0,94.0,62.0,4,2017-07-12
86.0,96.0,76.0,4,2017-07-03
85.0,90.0,72.0,4,2017-07-09
109.0,110.0,82.0,4,2017-06-14
98.0,111.0,89.0,4,2017-07-28
99.0,112.0,75.0,4,2017-07-24
71.0,96.0,70.0,4,2017-05-28
83.0,83.0,65.0,4,2017-07-31
104.0,101.0,84.0,4,2017-07-29
97.0,86.0,73.0,4,2017-07-04
97.0,101.0,82.0,4,2017-07-26
104.0,105.0,78.0,4,2017-07-20
97.0,103.0,79.0,4,2017-07-25
101.0,103.0,82.0,4,2017-07-16
80.0,82.0,68.0,4,2017-08-02
99.0,105.0,84.0,4,2017-08-10
112.0,113.0,95.0,4,2017-08-13
86.0,103.0,81.0,4,2017-08-14
97.0,111.0,83.0,4,2017-08-01
86.0,89.0,73.0,4,2017-07-30
104.0,104.0,82.0,4,2017-08-08
83.0,89.0,70.0,4,2017-08-09
88.0,88.0,66.0,4,2017-07-22
90.0,93.0,79.0,4,2017-08-17
102.0,106.0,88.0,4,2017-08-15
106.0,104.0,91.0,4,2017-08-04
103.0,106.0,86.0,4,2017-08-05
109.0,106.0,93.0,4,2017-07-27
95.0,95.0,80.0,4,2017-07-14
81.0,90.0,70.0,4,2017-08-07
100.0,110.0,84.0,4,2017-08-19
112.0,117.0,93.0,4,2017-08-26
113.0,124.0,95.0,4,2017-08-23
103.0,108.0,86.0,4,2017-08-21
111.0,116.0,83.0,4,2017-08-18
107.0,119.0,89.0,4,2017-08-25
117.0,129.0,100.0,4,2017-08-29
103.0,109.0,89.0,4,2017-08-03
106.0,104.0,83.0,4,2017-07-21
106.0,115.0,91.0,4,2017-08-20
119.0,129.0,100.0,4,2017-08-30
99.0,102.0,80.0,4,2017-08-24
106.0,119.0,88.0,4,2017-08-06
92.0,107.0,85.0,4,2017-08-11
109.0,116.0,87.0,4,2017-08-12
117.0,115.0,91.0,4,2017-08-16
109.0,128.0,96.0,4,2017-08-22
120.0,129.0,100.0,4,2017-08-27
118.0,129.0,100.0,4,2017-08-28
129.0,129.0,100.0,4,2017-08-31
